Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
ICGC_0006,0.049148762,0,0.163486656,0,0.018309136,0.364731037,0.031786333,0,0,0.041217603,0.027033772,0,0.010098459,0,0.023558657,0.144853642,0.037010257,0.040780486,0.182864872,0,0.002372287,0,0,0.726408437,0.75961276,1.137251959
ICGC_0007,0.072720437,0,0.16541953,0.013131719,0,0.458610249,0.02739767,0,0,0,0.02845066,0.000687772,0,0.077280991,0.056244988,0.150669918,0.010940034,0,0.169877391,0,0,0.011886349,0,0.521793648,0.859426481,1.243317706
ICGC_0009,0,0.036131799,0.027109224,0,0,0.408789465,0,0,0,0.017420332,0.066869304,0,0.023553086,0.264735662,0.035839346,0.485382891,0.011774485,0.00435594,0.046052746,0,0,0,0,0.633095324,0.793675451,1.428014281
ICGC_0075,0.080561903,0,0.052090472,0,0.017807486,0.20240589,0,0,0,0,0.062171123,0,0,0.325247311,0,0.100980323,0,0.010537773,0.033360877,0,0,0,0,0.723536424,0.730203986,0.885163157
ICGC_0354,0,0.059272043,0.039957831,0,0.046784634,0.102257526,0,0.010800289,0.003908965,0,0.01655604,0.03060469,0.015999807,0.138230362,0,0.071981977,0.001363078,0.064161923,0.018768938,0,0.00385672,0.001987478,0,0.331886572,0.946574684,0.626492301
ICGC_0020,0.107159223,0.003001387,0.18524531,0,0,0.161647612,0.002528594,0.00474337,0.01784365,0,0.026637136,0,0.030915681,0.5235395,0.003442604,0.178771281,0,0,0.024668803,0.021642855,0.006314047,0,0,0.604030027,0.800450837,1.29810105
ICGC_0021,0.024752871,0,0.030477823,0.009741362,0,0.333759,0.005456988,0,0,0,0.008377069,0.003064483,0.034364898,0.237138685,0,0.302786721,0.019504288,0.023119974,0.076588649,0,0.022001304,0.023182309,0,0.733995136,0.740035432,1.154316424
ICGC_0025,0.099664207,0,0.280614744,0.007361607,0,0.13123731,0.025992754,0.009544562,0,0,0.033833514,0.001037989,0.004177481,0.108354194,0.018547874,0.195625905,0,0.057476249,0.059472725,0,0,0.019236927,0,0.751051,0.712809031,1.052178042
ICGC_0026,0.045206381,0,0.060355995,0,0,0.17493964,0,0,0,0,0.035581042,0.005855126,0.009575258,0.107330533,0,0.145054011,0.023556269,0.022996073,0.094130554,0,0,0.017965753,0,0.543628704,0.852938145,0.742546635
ICGC_0031,0.020989264,0.026796742,0.021069305,0,0,0.311469903,0,0,0,0,0.064529712,0,0.015635541,0.17445286,0.000927141,0.225197379,0.055799114,0.03126628,0.03953651,0,0.01931099,0.086910324,0,0.56494633,0.837062896,1.093891065
ICGC_0033,0.095195028,0,0.178434713,0.005274876,0.056266521,0.216254936,0.007090476,0,0,0,0.039042031,0,0.008071351,0.0202378,0.003470162,0.099978415,5.78E-05,0.020925734,0.052220549,0,0,0,0,0.656598851,0.773685327,0.80252042
ICGC_0037,0.046536291,0,0.115732331,0,0,0.18404398,0,0,0,0.004215382,0.095595805,0,0,0.156227462,0.042487245,0.153779952,0.007652415,0.011200528,0.093901067,0,0,0.010370714,0,0.62920548,0.808623581,0.921743173
ICGC_0087,0.040154247,0,0.066824102,0,0.020495601,0.256851541,0.016861524,0,0,0,0.049138463,0,0.011780629,0.084451005,0.000621517,0.110532662,0.00129872,0.027686272,0.046628225,0,0.012019189,0.000743207,0,0.488541689,0.875714459,0.746086905
ICGC_0088,0.006494204,0.023913772,0.03587164,0,0.054647581,0.185241542,0.001283003,0,0,0,0.069307497,0,0.00296806,0.267634903,0,0.12932891,0,0.016756579,0,0.021966427,0.001282647,0,0,0.756744579,0.709170689,0.816696763
ICGC_0048,0.110839593,0,0.059013948,0,0,0.323439507,0.024817645,0,0,0,0.048126748,0,0.010742053,0.0812945,0.007559965,0.141889857,0.027595679,0.007860778,0.036153349,0,0.004648402,0,0,0.566707693,0.836376316,0.883982024
ICGC_0391,0.089470095,0.032545813,0.041009321,0.030932545,0,0.484025144,0,0,0,0.004107966,0,0.052331045,0.004446691,0.057275112,0.052882859,0.177709678,0.016338965,0.014725497,0.039058104,0,0,0,0,0.725264052,0.740308837,1.096858835
ICGC_0051,0.019141888,0,0.012683387,0,0,0.32714615,0.013370837,0,0,0,0.067296435,0,0,0.114526765,0.015446115,0.261077493,0.010276862,0.055360168,0.034263766,0,0,0.035253132,0,0.61174764,0.812097461,0.965842998
ICGC_0052,0.0520693,0,0.097079165,0,0,0.22602556,0.006798258,0,0,0,0.036525435,0,0.012667144,0.022678965,0.001126657,0.169923518,0.00389847,0.032654245,0.053553977,0,0,0,0,0.540553247,0.851551417,0.715000694
ICGC_0053,0.044934642,0.006929658,0.12908036,0,0,0.284527016,0.022149932,0,0.006689457,0.002677942,0.002211895,0.010975448,0.002855881,0.105963979,0,0.12314053,0,0.041272138,0.073292975,0,0.006977209,0.010931692,0,0.63093829,0.805883925,0.874610754
ICGC_0054,0.016404338,0,0.047682397,0.006479298,0,0.265586127,0.019634853,0,0,0,0.075805997,0,0.028575116,0.145079964,0.040213523,0.07492723,0.006329267,0.014004332,0,0.03020737,0.004593533,0.01367531,0,0.621934212,0.806627159,0.789198654
ICGC_0055,0.089616368,0,0.063942107,0,0,0.236622019,0.008616417,0,0,0,0.049819952,0,0.005737875,0.093672671,0.00389232,0.182316995,0,0.027457996,0.118655009,0,0.001713967,0,0,0.581665536,0.834766072,0.882063697
ICGC_0059,0.082538245,0,0.081575783,0,0.048348576,0.261319411,0,0,0,0,0.063656539,0,0.033690266,0.029074806,0.008744902,0.12006795,0,0.009202495,0.059125937,0.005233649,0,0,0,0.520921531,0.858517481,0.802578559
ICGC_0061,0.168418105,0,0.296343848,0,0,0.380667715,0.076557445,0,0,0.014510563,0,0.096062058,0.006459195,0.073012984,0.075585728,0.209764079,0.022665304,0.016930564,0.132178617,0,0,0.075599412,0,0.589247166,0.823506971,1.644755615
ICGC_0099,0.113231732,0.035269443,0.1611845,0,0,0.302508869,0.022497815,0,0,0,0.063346418,0,0.086866308,0.081842963,0.008982883,0.181988932,0.057973182,0.056258478,0.071979184,0,0.009865543,0.00102428,0,0.552340276,0.848140854,1.25482053
ICGC_0103,0.02965108,0.010172566,0.188067099,0,0,0.243078131,0.016520241,0,0,0,0.056137439,0,0.010868184,0.057203351,0.002009177,0.069051612,0.016305985,0.019269637,0.099575383,0,0,0.001038009,0,0.536987788,0.848796554,0.818947892
ICGC_0063,0.050419021,0,0.19833145,0,0,0.301553572,0,0,0,0,0.110733883,0,0.022069944,0.020421563,0,0.093739351,0,0.018461109,0.003999786,0.047037626,0,0.007142892,0,0.461689518,0.886290387,0.873910196
ICGC_0105,0,0.04913387,0.050955288,0,0,0.385204746,0.010974862,0,0,0,0.038105703,0.003647836,0.011515633,0.197390417,0.03037657,0.132877875,0.005425041,0.026407232,0.008690622,0.00092976,0,0,0,0.735921219,0.736515588,0.951635454
ICGC_0108,0.094070384,0,0.105956746,0,0,0.366612565,0.029038638,0,0,0,0.02667373,0.019358247,0.015896211,0.056278913,0.035602232,0.21400488,0.022621389,0.031123561,0.183807019,0,0.002445068,0.011949358,0,0.539569772,0.85606663,1.215438942
ICGC_0109,0.135451842,0,0.055754758,0,0,0.250217543,0.035276982,0,0,0,0.072462056,0,0.019290221,0.054319529,0.013101978,0.165585134,0.012594851,0.001467402,0.033993352,0.001394074,0,0.0032471,0,0.586041368,0.82740199,0.854156823
ICGC_0205,0.000239262,0.030390957,0.086828606,0,0.010109255,0.170276109,0.004420873,0,0,0,0.040860361,0,0,0.295706963,0.002398434,0.121883546,0,0.025366733,0.03937801,0,0,0,0,0.770424565,0.70075159,0.82785911
ICGC_0206,0,0.040244104,0.026683775,0,0,0.222468215,0.036728573,0,0,0,0.074288312,0.011173368,0.027397712,0.115112643,0,0.167206216,0,0.108870083,0.027245889,0,0.021439446,0.032162765,0,0.54509101,0.850563698,0.911021102
ICGC_0207,0.070737028,0,0.13968338,0,0,0.202957173,0,0,0,0,0.054689402,0,0.004559345,0.141151308,0.003344153,0.130074186,0,0.009287387,0,0.106601267,0.008424258,0.004637042,0,0.551386214,0.840561686,0.876145927
ICGC_0114,0,0.048512439,0.052424816,0,0,0.142000278,0,0,0.0049606,0,0.029029419,0,0.003410998,0.205149379,0.001452527,0.149649442,0.024511169,0.015546912,0.073805165,0.010527024,0.016591545,0.014181436,0,0.6047709,0.814625163,0.79175315
ICGC_0212,0.07381656,0,0.088178723,0,0,0.180295923,0.005717601,0,0.02096181,0,0.044787357,0,0.016899258,0.207252236,0.005577595,0.142003397,0,0.010116115,0.052829853,0,0,0,0,0.750654847,0.733474386,0.848436429
ICGC_0115,0.090732826,0,0.084499585,0,0,0.316928192,0.020383276,0,0,0,0.045250501,0,0.012668722,0.253668095,0.006741882,0.147284823,0,0.012993255,0.023465988,0.02346878,0.001476378,0.002404459,0,0.608978638,0.810691915,1.041966759
ICGC_0066,0.069206975,0,0.099359078,0,0.014082897,0.188550419,0.006884087,0,0,0,0.049304121,0,0.007037085,0.099931124,0.002497271,0.056777895,0.022927891,0.00399094,0.072110466,0.009400079,0,0.003748936,0,0.566802174,0.837026279,0.705809265
ICGC_0124,0.124690232,0,0.214030587,0.017200984,0,0.424446539,0.026744196,0,0,0,0.094712591,0,0.019421506,0.063142624,0.030580518,0.139798537,0.050512661,0.020344695,0.104413229,0,0,0,0,0.528932038,0.854323037,1.330038898
ICGC_0392,0,0.027770992,0.048470131,0,0.007247594,0.209747279,0.040207876,0,0,0,0.073777604,0,0,0.239743346,0.01802521,0.137838256,0,0.076640176,0.038287424,0,0.01006827,0.018130785,0,0.714513847,0.756152668,0.945954944
ICGC_0393,0,0.072222494,0.079581988,0,0.031720618,0.149263206,0.005026726,0,0,0,0.06172135,0,0,0.118993235,0.013626381,0.095743518,0.004502141,0.077268418,0.153232992,0.008612246,0.000436639,0.026835182,0,0.621627191,0.818932581,0.898787136
ICGC_0067,0.044441903,0,0.05611442,0,0,0.247283908,0.015116008,0,0,0,0.029639644,0,0.02561602,0.278840778,0,0.287205119,0.010506239,0.034544275,0.067098381,0,0.036009689,0.068935566,0,0.58362785,0.824025418,1.20135195
ICGC_0134,0.002433029,0.037174458,0.070053342,0,0.017011088,0.201491501,0.01232263,0,0,0,0.07342936,0,0.055382246,0.084506145,0.005231507,0.213106977,0.003690057,0.078826856,0.010766319,0.008105969,0.015690653,0.030819433,0,0.721096674,0.767164985,0.920041571
ICGC_0135,0.070430025,0,0.104887048,0,0,0.310716562,0.009742734,0,0,0,0.038557759,0.004213804,0.021325948,0.112333014,0.001286177,0.082214171,0.004193781,0.022325081,0.06753206,0,0,0.011687733,0,0.517507928,0.86085527,0.861445896
ICGC_0139,0,0.095179473,0.07038571,0,0.130882348,0.092805246,0.02317394,0,0,0,0.097329093,0,0.016059784,0.030370178,0,0.055857037,0.014808518,0.023703845,0.010079412,0.007141806,0.005142548,0.00436417,0,0.414601792,0.909509129,0.677283109
ICGC_0140,0.178234713,0,0.170254448,0,0.02981694,0.088313999,0.030634733,0,0,0.005366909,0.026294192,0.001507212,0.008214696,0,0,0.070342821,0.002484614,0.023000107,0.007026436,0.012642648,0,0.003576657,0,0.5582752,0.829417387,0.657711125
ICGC_0141,0,0.02437508,0.027368816,0,0.014700874,0.186872685,0,0.001777199,0,0,0.034651192,0.008285659,0.008161334,0.140278668,0.002299362,0.115179124,0,0.030985075,0.026983457,0.001112526,0.002811094,0,0,0.574097704,0.830336973,0.625842146
ICGC_0143,0.054156534,0,0.054391249,0,0,0.330169359,0,0,0,0,0.038130448,0.004435304,0.045203219,0.223870411,0.006582006,0.237751411,0.018638772,0.007552468,0.044366485,0,0.022989859,0.066774408,0,0.539659143,0.848835568,1.155011931
ICGC_0144,0.122950864,0,0.157055619,0,0,0.353805152,0.050359997,0,0,0.017060603,0.05373969,0,0.014395641,0.141793397,0.076659958,0.339030257,0.020851266,0.003101,0.073900294,0,0,0.001600179,0,0.566506371,0.839615897,1.426303916
ICGC_0146,0,0.012049176,0.037925892,0.007587909,0,0.30513342,0,0,0,0,0.046109797,0.005795978,0.026627794,0.058382984,0.002647858,0.186066406,0.004336599,0.006047175,0.108493869,0,0.007801865,0,0,0.555929136,0.844310942,0.815006722
ICGC_0149,0.139739376,0,0.113446732,0.006880275,0,0.174878373,0.043244057,0,0,0,0.089467543,0,0.002361024,0.180209373,0.001916824,0.057252359,0,0.00302874,0,0.041411771,0.001648738,0.045756727,0,0.508380163,0.862113044,0.901241912
ICGC_0150,0.057881641,0,0.13822721,0,0,0.308104892,0,0,0,0,0.062620142,0,0.0319862,0.052790345,0.004713804,0.105748389,0,0.012566849,0.009476476,0.031625891,0.004850979,0.002118792,0,0.498972406,0.867747564,0.82271161
ICGC_0153,0.017563796,0.065812391,0.078586281,0,0.00859509,0.328402606,0,0,0,0,0.040727535,0,0.033088417,0.057906315,0.011962667,0.169879539,0.024330208,0.073307214,0.049881674,0,0,0,0,0.580924522,0.833945106,0.960043733
ICGC_0169,0.094039744,0,0.082069394,0,0,0.262229257,0.045316981,0,0,0.002185814,0.046932663,0,0.015540904,0.041139877,0.029303058,0.089214579,0.010276952,0.042261331,0.056985452,0,0.004958935,0.000687173,0,0.53873969,0.852430768,0.823142114
ICGC_0185,0,0.0481808,0.047504378,0,0.018866059,0.209244833,0.002775016,0,0,0,0.037005076,0.001205842,0.047053721,0.072354111,0,0.127228617,0.010619018,0.024498236,0.0477933,0,0,0,0,0.579716574,0.8359926,0.694329008
ICGC_0188,0,0.030268457,0.028289172,0,0.012545681,0.156746417,0.006433947,0,0,0,0.076722582,0,0,0.405517203,0.002880896,0.144045353,0,0.003063186,0.000594603,0.008103653,0.009483129,0.005018203,0,0.760530624,0.681703952,0.889712482
ICGC_0192,0.006614138,0.017643659,0.079873185,0,0,0.161738232,0,0.001442862,0,0,0.061672063,0,0.0047619,0.172342187,0.006664492,0.104205479,0,0.027382864,0.042290703,0.004027306,0,0,0,0.557728156,0.839553411,0.690659072
ICGC_0199,0,0.049465556,0.08731194,0,0.033027328,0.219674057,0.000983925,0,0,0,0.062003951,0,0,0.099148738,0.011877642,0.146530294,0,0.037793639,0.085249131,0,0.02668434,0.039608997,0,0.591576814,0.832158334,0.899359538
ICGC_0201,0.11233295,0,0.07458395,0,0.07783238,0.228057489,0.0305407,0,0,0,0.041434555,0,0.019135853,0.060657349,0.006484586,0.103928317,0.002811069,0.028592695,0.063186385,0,0.000928699,0.00385402,0,0.605285193,0.817638945,0.854360999
ICGC_0304,0.058272909,0,0.085738584,0,0.023119499,0.236659142,0.008701524,0,0,0,0.02182398,0.000534384,0.01453178,0.025232445,0.002534202,0.105386337,0.012573684,0.026349796,0.100855565,0,0.006479974,0,0,0.562255785,0.842002467,0.728793807
ICGC_0315,0,0.028987847,0.060132912,0,0,0.217492062,0.012289423,0,0,0,0.056348889,0,0.014726553,0.069375131,0,0.111152871,0,0.062613677,0.069307253,0,0.009736606,0.016249987,0,0.449121199,0.89540334,0.728413212
ICGC_0214,0.086104829,0,0.165332619,0,0,0.177676154,0,0.00147098,0.034609327,0,0,0.067567613,0,0.124697554,0.046716625,0.20892483,0.011913717,0,0.128348561,0,0,0.013899962,0,0.509909827,0.864953052,1.067262771
ICGC_0223,0.058690051,0,0.121435896,0,0.003321951,0.185341752,0.004257235,0,0,0,0.017165155,0.011742021,0.011854,0.162238362,0,0.093931028,0.001335725,0.041299808,0.077116731,0,0,0.008363009,0,0.659082507,0.788621258,0.798092726
ICGC_0215,0.044067943,0,0.037648606,0,0,0.206275966,0,0,0,0,0.056232474,0.005286654,0,0.16503309,0.013752503,0.203402377,0,0,0.065333302,0,0.013072212,0.061872174,0,0.565552085,0.836301654,0.871977302
ICGC_0295,0,0.058079651,0.094405092,0,0,0.292525256,0,0,0,0,0.07417636,0,0.002443842,0.112670897,0,0.116905018,0,0.021285356,0,0.034700052,0,0,0,0.608550565,0.811594623,0.807191525
ICGC_0230,0.012833469,0.019675766,0.057285941,0,0,0.26524088,0.00618807,0,0,0,0.053244033,0,0.078266221,0.048016695,0.009753952,0.119968652,0.073072233,0.014646587,0.118093135,0,0,0.000792377,0,0.594895364,0.835651887,0.87707801
ICGC_0296,0.052916978,0,0.094422581,0,0,0.20329589,0.021266965,0,0,0.002238174,0.050453056,0.008085655,0.024343556,0.068732321,0.065073,0.137794309,0.052143614,0.023011473,0.136271567,0,0,0,0,0.641256387,0.81289755,0.94004914
ICGC_0224,0,0.033916188,0.030860949,0,0,0.245071036,0,0,0,0,0.079566394,0,0.003986764,0.038913868,0,0.091263446,0.008152909,0.032705007,0,0.032222792,0.054533287,0.055660344,0.03,0.173107096,1.012196504,0.706852985
ICGC_0395,0.095567797,0,0.105787886,0,0.015433073,0.223304849,0,0,0,0,0.085076626,0,0.008616414,0.122523609,0.000476459,0.093457445,0,0.014495396,0,0.056524356,0.00313126,0.038018744,0,0.658487163,0.785225455,0.862413914
ICGC_0235,0.083261308,0.054565725,0.032306633,0,0.036161871,0.178799347,0,0,0,0,0.093795643,0,0.013631424,0.190359639,0.000142792,0.124530048,0,0.014389413,0,0.034069178,0,0.00608057,0,0.659167528,0.78234813,0.862093591
ICGC_0486,0.039253452,0,0.11016004,0,0,0.193121667,0.000973247,0,0,0,0.035748,0.000463469,0.00073236,0.111772626,0,0.113430178,0.02740109,0.024801069,0.049471706,0,0.007843819,0.016606958,0,0.535400033,0.853607036,0.731779682
ICGC_0300,0.090976077,0,0.200730472,0,0,0.357757923,0.02054523,0,0,0.017906256,0.078749451,0,0,0.172513487,0.031888651,0.155584977,0,0.019373184,0,0.030303425,0,0.011904954,0,0.583504758,0.823722819,1.188234088
ICGC_0338,0.043484822,0,0.020388187,0,0,0.120320538,0,0.006124503,0,0,0.021568444,0.00800588,0.01789567,0.060961977,0,0.156562393,0.089395983,0.017783978,0,0.015176506,0.028004763,0.001746692,0,0.355994276,0.935041474,0.607420338
ICGC_0321,0.057903129,0,0.073827898,0,0,0.211688615,0,0.001526131,0,0,0.057999185,0.00216186,0.004763569,0.060662549,0,0.077893019,0,0.152959859,0.025745418,0,0.012961617,0.006485528,0,0.459039087,0.888261402,0.746578379
ICGC_0301,0.079391824,0,0.091429709,0,0,0.224419465,0.015809034,8.90E-05,0,0,0.026220349,0.021696411,0.017975703,0.094653848,0.002016755,0.218827374,0.002734811,0.064211746,0.101131297,0,0.003701672,0.004114216,0,0.55534268,0.848024935,0.968423252
ICGC_0309,0.024918164,0,0.091031292,0,0.034387639,0.339277293,0.045218879,0,0,0,0.057665416,0,0.00350707,0.024716217,0.050567874,0.131224154,0.011315782,0.037575265,0.063930327,0,0,0.039306057,0,0.562127998,0.841046394,0.95464143
ICGC_0312,0.113314323,0,0.132429096,0.013571195,0.012717631,0.279934279,0.030576236,0,0,0,0.056551685,0,0.024073689,0.050731358,0,0.096960741,0.021766734,0.029858262,0.095275764,0,0,0.010618455,0,0.624026531,0.808110419,0.96837945
ICGC_0227,0.002699316,0.014340565,0.075462879,0,0,0.345532838,0.023959339,0,0,0,0.096398652,0,0.001298012,0.09446721,0.036109695,0.09895512,0,0.047836393,0.111424823,0,0,0.00070352,0,0.479360091,0.879946144,0.949188361
ICGC_0326,0,0.042775424,0.110970711,0,0.036931473,0.131434304,0.002568094,0,0,0,0.057790587,0,0,0.270961075,0.003939234,0.157828358,0,0.001106297,0.009550048,0.009847095,0,0.000811183,0,0.777024573,0.69471074,0.836513883
ICGC_0313,0.007324987,0.025545871,0.028540865,0,0,0.253271305,0.034653653,0,0,0,0.092971297,0,0.026564722,0.180621038,0,0.29168129,0.049742654,0.078818358,0.033895097,0.009345087,0.031909907,0.026275454,0,0.641097258,0.801190608,1.171161583
ICGC_0303,0.051242606,0,0.077278144,0,0,0.382769656,0.051749922,0,0,0,0.077144091,0,0.006875276,0.05581834,0.060568986,0.139355179,0.021564333,0.020019415,0.07788492,0,0.006214992,0.003732402,0,0.544475978,0.849907875,1.032218263
ICGC_0406,0.102771782,0,0.11053283,0,0.016039299,0.158477483,0.02433651,0,0,0,0.028808721,0.016365631,0.014982732,0.064283898,0.006831888,0.073491281,0,0.02524164,0.084239848,0,0,0.00653298,0,0.598371309,0.819868658,0.732936523
ICGC_0412,0.016728773,0.081629665,0.145872781,0.003595052,0,0.269062616,0.012579695,0,0,0,0.033988382,0,0.154507274,0.021664957,0,0.175736067,0.005766102,0.018558798,0.044429984,0,0.011078851,0,0,0.570062689,0.83712077,0.995198997
ICGC_0365,0.070607824,0,0.072360953,0,0,0.265457006,0,0,0,0,0.04573787,0.007065367,0.025747454,0.112973682,0.005108749,0.098275585,0.003213717,0.009201349,0.0247728,0.007738893,0,0.001764525,0,0.575069621,0.830928175,0.750025774
ICGC_0415,0.071907726,0,0.130322213,0,0.035351218,0.389938548,0.019507883,0,0,0,0.015199267,0,0.02732762,0.097377978,0.004372169,0.137921245,0,0.024569984,0.092995176,0,0,0,0,0.576625703,0.831152771,1.04679103
ICGC_0417,0.060137217,0,0.058895963,0,0.017130659,0.250328658,0.0116302,0,0,0,0.041270683,0,0.018507938,0.074831073,0.000147807,0.082881931,0.003663693,0.00873243,0.101294106,0,0,0,0,0.499494478,0.870909056,0.729452359
ICGC_0419,0.082804924,0,0.070425757,0,0,0.348508498,0.019340668,0,0,0,0.032960481,0,0.016062745,0.023592107,0.00421979,0.151584137,0.031903511,0.036438193,0.047465094,0,0,0,0,0.651248248,0.79418182,0.865305905
ICGC_0420,0.003838533,0.016677422,0.047878628,0,0.004102132,0.162236058,0,0.017343185,0,0,0.023836477,0.017628403,0,0.086295978,0.005733244,0.139155753,0.012759046,0.014087402,0.243672499,0,0,0.018636721,0,0.562105012,0.841657383,0.813881482
ICGC_0535,0,0.05028914,0.08487785,0,0,0.225258145,0,0,0,0,0,0.028207131,0,0.152513507,0.005747539,0.175272551,0.020119641,0.018967382,0.152806461,0,0,0.037721723,0,0.541631749,0.852678066,0.95178107
ICGC_0536,0.133136907,0.049341869,0.115125428,0,0.026311236,0.369903047,0.028894755,0,0,0,0.090766914,0,0,0.215316184,0.044193566,0.216751611,8.80E-05,0.009113912,0.045162138,0,0.00842136,0.020539365,0,0.603682977,0.817498891,1.373066333
ICGC_0502,0.020653691,0.002177144,0.040936389,0,0.01774679,0.156610302,0.003690356,0.000192688,0,0,0.034354759,0,0.006604738,0.216683758,0,0.089204057,0,0.039550547,0.031646651,0,0,0,0,0.54764119,0.840669634,0.660051871
ICGC_0503,0.102572095,0,0.075549267,0,0,0.373784148,0.027318377,0,0,0.00090011,0.010719936,0,0.031203797,0.036662487,0.001834999,0.073650592,0,0.039407088,0.065882546,0,0,0,0,0.636772363,0.794646502,0.839485443
ICGC_0518,0.044392949,0.004709748,0.052659007,0,0,0.25683823,0.014707778,0,0,0,0.049682626,0.00037172,0.009509117,0.088826048,0.029050807,0.187912926,0,0.035498624,0.070589883,0,0.015533478,0.010144838,0,0.293086333,0.959766159,0.870427779
ICGC_0507,0.035443738,0.008317013,0.06637599,0,0,0.269088013,0.018717313,0,0,0,0.038937342,0,0.009256918,0.025473099,0.003101829,0.106396022,0.000547227,0.014408414,0.053298983,0,0.005217256,0,0,0.486507038,0.87565509,0.654579156
ICGC_0521,0,0.120881797,0.045124969,0,0.001400034,0.206582398,0,0,0.014012677,0,0.019130811,0,0.00331607,0.151234068,0,0.072878423,0,0.029233359,0,0.030782336,0,0.005568926,0,0.522278236,0.85569122,0.700145867
ICGC_0522,0.012651399,0.04426746,0.057898881,0,0.015094624,0.227121769,0.002243204,0,0,0,0.05549358,0,0.040349685,0.112111287,0,0.169429209,0.004702535,0.025862064,0.029867172,0,0,0,0,0.557602469,0.843240433,0.797092867
ICGC_0526,0.021976403,0.008462825,0.068821629,0,0.005758556,0.259155006,0,0,0,0,0.065620048,0,0.021288962,0.331958794,0.014229857,0.109271167,0.006791196,0.004838793,0.010853952,0,0,0,0,0.634694828,0.787125438,0.929027187
ICGC_0543,0.063001073,0,0.056424245,0,0,0.240694217,0.026922741,0,0,0,0.042572209,0,0.03399186,0.130063312,0.040340507,0.238983039,0.011952291,0.025346569,0.010748226,0.017217292,0,0,0,0.699553094,0.770719734,0.938257582
